,accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,Category,isWeekend,label
9760,299,1,4.895263,creditcard,0.0,food,0.0,0
9761,178,1,5.017904,creditcard,176.9951389,food,0.0,0
9762,1543,1,5.034622,creditcard,0.0,electronics,0.0,0
9763,134,1,4.921349,creditcard,0.0,food,1.0,0
9764,201,1,4.876771,creditcard,0.000694444,shopping,1.0,0
9765,2000,1,4.921318,creditcard,759.1895833,food,0.0,0
9766,32,1,4.748314,creditcard,0.006944444,shopping,0.0,0
9767,39,1,5.040929,paypal,0.001388889,electronics,1.0,0
9768,457,1,4.921318,paypal,0.0,electronics,1.0,0
9769,1656,1,4.742303,creditcard,0.0,shopping,1.0,0
9770,849,1,4.836982,creditcard,0.000694444,shopping,0.0,0
9771,2000,1,4.836982,creditcard,1.88125,electronics,1.0,0
9772,1872,1,5.034622,creditcard,0.0,food,0.0,0
9773,2000,1,4.745402,creditcard,0.0,shopping,1.0,0
9774,2000,1,5.040929,storecredit,220.8430556,electronics,0.0,0
9775,1007,1,4.962055,paypal,0.0,shopping,1.0,0
9776,1261,1,5.017904,creditcard,347.05625,electronics,0.0,0
9777,281,1,4.886641,creditcard,224.5666667,electronics,1.0,0
9778,2000,1,4.921349,paypal,0.0,electronics,0.0,0
9779,1304,1,4.921318,creditcard,0.0,food,0.0,0
9780,1287,1,4.895263,creditcard,1285.985417,food,1.0,0
9781,527,1,4.52458,paypal,526.0194444,shopping,0.0,0
9782,513,1,5.017904,paypal,0.0,shopping,1.0,0
9783,38,1,4.965339,creditcard,0.0,electronics,1.0,0
9784,254,1,4.895263,creditcard,63.89375,food,0.0,0
9785,1980,1,3.954522,creditcard,47.00694444,electronics,1.0,0
9786,1682,1,4.921349,creditcard,1.236111111,food,1.0,0
9787,2000,1,4.895263,creditcard,193.3743056,food,1.0,0
9788,49,1,4.962055,creditcard,0.0,electronics,0.0,0
9789,897,10,4.921349,creditcard,339.1895833,shopping,0.0,0
9790,1,1,2.94894,creditcard,0.0,food,undefined,1
9791,62,1,4.895263,paypal,0.0,electronics,1.0,0
9792,1872,1,5.017904,paypal,313.0131944,shopping,0.0,0
9793,1026,1,4.461622,creditcard,1025.93125,food,1.0,0
9794,81,1,4.895263,creditcard,80.94583333,shopping,0.0,0
9795,231,1,4.52458,storecredit,0.066666667,shopping,0.0,0
9796,2000,1,4.886641,creditcard,0.030555556,shopping,1.0,0
9797,1575,1,5.040929,paypal,494.1319444,electronics,1.0,0
9798,200,1,4.962055,creditcard,0.000694444,food,1.0,0
9799,2000,1,5.040929,creditcard,97.22847222,food,0.0,0
9800,1911,1,4.876771,creditcard,833.2520833,shopping,0.0,0
9801,840,1,4.461622,paypal,103.7756944,shopping,1.0,0
9802,136,1,3.575983,creditcard,135.4458333,shopping,0.0,0
9803,90,1,4.52458,paypal,88.99930556,electronics,1.0,0
9804,64,1,4.745402,creditcard,0.025694444,electronics,1.0,0
9805,481,2,5.017904,paypal,0.0,electronics,0.0,0
9806,1434,1,5.040929,creditcard,5.000694444,shopping,1.0,0
9807,1071,1,4.921349,storecredit,0.036805556,food,0.0,0
9808,2000,1,5.017904,creditcard,965.3479167,shopping,1.0,0
9809,848,1,4.921318,creditcard,0.0,food,0.0,0
9810,32,1,4.505662,creditcard,0.0,food,0.0,0
9811,1830,1,4.921349,creditcard,0.0,food,1.0,0
9812,113,1,4.962055,creditcard,0.0,electronics,0.0,0
9813,98,1,4.965339,creditcard,0.000694444,electronics,0.0,0
9814,2000,1,4.505662,creditcard,1.147222222,shopping,1.0,0
9815,2000,1,4.962055,creditcard,387.6756944,electronics,1.0,0
9816,656,1,4.876771,creditcard,0.0,food,1.0,0
9817,2000,1,4.876771,creditcard,263.6513889,shopping,1.0,0
9818,1,1,4.742303,creditcard,0.0,shopping,undefined,1
9819,1724,1,4.836982,creditcard,983.5951389,shopping,0.0,0
9820,2000,1,4.921349,creditcard,1661.303472,electronics,1.0,0
9821,149,1,4.742303,creditcard,112.6291667,food,1.0,0
9822,1608,1,5.017904,creditcard,0.000694444,shopping,0.0,0
9823,414,1,3.954522,creditcard,0.001388889,electronics,1.0,0
9824,15,1,4.876771,paypal,0.0,food,0.0,0
9825,2000,1,4.748314,creditcard,770.0145833,food,1.0,0
9826,3,1,4.962055,creditcard,2.838194444,food,1.0,0
9827,81,1,4.742303,paypal,51.57291667,food,1.0,0
9828,2,1,4.057414,creditcard,1.070138889,electronics,1.0,0
9829,290,1,4.886641,creditcard,0.000694444,food,0.0,0
9830,2000,1,4.505662,creditcard,0.0375,electronics,0.0,0
9831,2000,1,4.748314,creditcard,272.8902778,food,0.0,0
9832,64,1,4.895263,paypal,63.52847222,food,1.0,0
9833,1655,1,4.962055,creditcard,171.9854167,food,1.0,0
9834,2000,1,5.034622,creditcard,0.0,electronics,0.0,0
9835,1154,1,5.017904,creditcard,192.3291667,food,1.0,0
9836,2000,1,5.034622,creditcard,581.1125,electronics,0.0,0
9837,16,1,4.921318,creditcard,15.3875,electronics,1.0,0
9838,1326,1,4.962055,storecredit,0.0,shopping,1.0,0
9839,2000,1,4.461622,paypal,309.28125,food,0.0,0
9840,2000,1,4.962055,storecredit,613.2430556,food,1.0,0
9841,1980,1,4.895263,creditcard,96.97361111,food,1.0,0
9842,699,1,4.52458,creditcard,0.000694444,food,1.0,0
9843,241,1,4.505662,creditcard,0.0,shopping,1.0,0
9844,82,1,4.921318,creditcard,79.19444444,food,1.0,0
9845,9,1,4.876771,creditcard,0.0,electronics,1.0,0
9846,116,1,4.921318,paypal,0.0,electronics,1.0,0
9847,2000,1,4.921349,creditcard,60.14097222,shopping,1.0,0
9848,2000,1,4.921318,creditcard,495.9104167,shopping,1.0,0
9849,200,1,4.965339,creditcard,0.0,food,0.0,0
9850,1974,1,4.895263,paypal,0.0,food,0.0,0
9851,925,2,5.040929,paypal,924.1458333,electronics,1.0,0
9852,2000,1,5.017904,storecredit,3.30625,food,0.0,0
9853,167,1,4.962055,creditcard,0.0,shopping,0.0,0
9854,1187,1,4.876771,creditcard,15.14236111,food,0.0,0
9855,1589,1,4.057414,creditcard,0.003472222,shopping,1.0,0
9856,566,1,4.965339,creditcard,0.002777778,electronics,1.0,0
9857,2,2,4.836982,creditcard,0.0,shopping,1.0,0
9858,54,1,4.886641,creditcard,53.89305556,shopping,0.0,0
9859,51,1,4.886641,creditcard,0.0,shopping,0.0,0
9860,2000,1,4.895263,creditcard,1342.566667,shopping,0.0,0
9861,2000,1,4.505662,creditcard,152.5180556,food,0.0,0
9862,154,1,4.895263,creditcard,0.0,electronics,0.0,0
9863,2000,1,4.057414,creditcard,0.0,electronics,1.0,0
9864,3,1,5.034622,storecredit,0.000694444,food,1.0,0
9865,29,1,3.954522,storecredit,0.027083333,food,1.0,0
9866,2,1,5.017904,creditcard,0.0,shopping,1.0,0
9867,15,1,5.017904,paypal,0.0,electronics,1.0,0
9868,3,1,3.954522,paypal,0.000694444,shopping,1.0,0
9869,4,1,5.040929,creditcard,3.970138889,food,1.0,0
9870,9,1,4.836982,creditcard,0.0,shopping,0.0,0
9871,586,1,4.895263,creditcard,0.016666667,shopping,0.0,0
9872,1114,2,4.52458,paypal,0.000694444,electronics,0.0,0
9873,235,1,4.921349,paypal,0.004861111,electronics,0.0,0
9874,206,1,5.040929,paypal,0.000694444,shopping,0.0,0
9875,33,1,3.483951,paypal,17.59375,electronics,0.0,0
9876,33,1,4.876771,creditcard,0.011805556,electronics,0.0,0
9877,1576,1,4.962055,creditcard,0.0,shopping,0.0,0
9878,3,1,4.461622,creditcard,2.819444444,shopping,0.0,0
9879,803,1,5.040929,storecredit,40.35625,electronics,1.0,0
9880,9,1,5.017904,paypal,8.115972222,shopping,1.0,0
9881,253,1,4.505662,paypal,0.0,shopping,0.0,0
9882,1088,1,4.921349,creditcard,0.0,electronics,0.0,0
9883,856,1,4.057414,paypal,170.3104167,electronics,1.0,0
9884,30,1,4.921349,creditcard,29.70416667,food,1.0,0
9885,914,1,4.895263,paypal,0.001388889,shopping,0.0,0
9886,1085,1,5.017904,creditcard,171.8888889,shopping,1.0,0
9887,4,1,3.575983,storecredit,3.704166667,food,0.0,0
9888,449,1,4.745402,creditcard,444.46875,electronics,1.0,0
9889,1710,1,5.034622,creditcard,103.1597222,food,1.0,0
9890,1897,1,5.017904,creditcard,0.004861111,shopping,1.0,0
9891,20,1,4.52458,paypal,19.82986111,shopping,0.0,0
9892,825,1,4.921318,creditcard,0.0,shopping,1.0,0
9893,2000,1,4.748314,creditcard,0.0,food,0.0,0
9894,1485,1,4.886641,creditcard,0.0,electronics,0.0,0
9895,752,1,4.895263,creditcard,0.0,shopping,0.0,0
9896,16,1,4.505662,creditcard,0.0,electronics,1.0,0
9897,101,1,4.962055,creditcard,100.0222222,electronics,1.0,0
9898,139,1,4.52458,creditcard,138.0486111,food,1.0,0
9899,2000,1,5.040929,creditcard,0.0,shopping,1.0,0
9900,2000,2,2.94894,creditcard,249.5319444,food,0.0,0
9901,842,1,4.921349,creditcard,810.8923611,electronics,1.0,0
9902,1705,1,4.876771,creditcard,0.0,electronics,1.0,0
9903,1,2,4.836982,creditcard,0.0,shopping,undefined,1
9904,57,1,4.895263,creditcard,0.0,electronics,1.0,0
9905,11,1,4.742303,creditcard,10.81458333,electronics,1.0,0
9906,1707,1,4.876771,creditcard,0.00625,food,0.0,0
9907,2000,1,4.748314,creditcard,0.025,electronics,1.0,0
9908,2000,1,4.876771,creditcard,345.8868056,shopping,1.0,0
9909,23,1,4.876771,creditcard,22.00208333,shopping,1.0,0
9910,2000,1,4.965339,creditcard,880.9006944,shopping,1.0,0
9911,2000,2,5.017904,paypal,0.0,food,0.0,0
9912,2000,1,5.040929,creditcard,0.0,food,1.0,0
9913,1105,1,4.886641,creditcard,0.007638889,food,1.0,0
9914,30,1,4.962055,creditcard,4.330555556,food,0.0,0
9915,6,2,3.954522,paypal,5.566666667,shopping,1.0,0
9916,7,1,4.742303,creditcard,0.0,electronics,1.0,0
9917,102,1,4.965339,paypal,0.0,shopping,1.0,0
9918,1267,1,5.017904,creditcard,0.0,shopping,0.0,0
9919,2000,1,4.057414,creditcard,0.03125,food,1.0,0
9920,2,1,4.965339,creditcard,0.000694444,shopping,1.0,0
9921,2000,1,4.742303,paypal,521.7951389,electronics,0.0,0
9922,708,1,4.921349,creditcard,707.7347222,shopping,1.0,0
9923,1493,1,4.921349,paypal,0.0,food,1.0,0
9924,183,1,4.921349,creditcard,14.17083333,shopping,0.0,0
9925,15,1,4.742303,creditcard,14.85416667,shopping,0.0,0
9926,2000,1,4.836982,creditcard,61.80555556,shopping,0.0,0
9927,3,1,5.034622,creditcard,2.241666667,food,0.0,0
9928,41,1,4.965339,creditcard,0.0,shopping,1.0,0
9929,2000,1,4.52458,creditcard,0.0,electronics,1.0,0
9930,852,1,4.965339,creditcard,0.000694444,shopping,0.0,0
9931,240,1,4.836982,creditcard,0.0,shopping,1.0,0
9932,572,2,4.745402,creditcard,0.0,electronics,0.0,0
9933,1040,1,4.876771,creditcard,0.0,food,1.0,0
9934,569,1,4.876771,paypal,0.0,electronics,0.0,0
9935,1999,5,4.748314,creditcard,221.9305556,food,0.0,0
9936,997,1,3.575983,paypal,0.0,food,1.0,0
9937,2000,1,4.962055,creditcard,504.1,electronics,0.0,0
9938,927,1,5.034622,creditcard,14.92847222,food,0.0,0
9939,2000,1,4.921318,creditcard,1537.561111,food,0.0,0
9940,1212,1,4.748314,paypal,848.1847222,shopping,1.0,0
9941,174,1,4.962055,paypal,172.96875,electronics,1.0,0
9942,152,1,4.921349,paypal,63.34444444,electronics,1.0,0
9943,17,1,4.921318,creditcard,0.0,food,0.0,0
9944,1064,1,4.921349,creditcard,7.86875,electronics,0.0,0
9945,2000,1,4.057414,creditcard,601.0263889,food,1.0,0
9946,2000,1,4.962055,creditcard,285.2006944,electronics,0.0,0
9947,2000,1,4.886641,creditcard,84.64027778,shopping,1.0,0
9948,2000,1,5.034622,creditcard,0.038194444,food,0.0,0
9949,2000,1,3.483951,creditcard,539.5263889,electronics,0.0,0
9950,388,1,4.886641,creditcard,0.0,electronics,1.0,0
9951,384,1,3.954522,creditcard,249.8090278,food,1.0,0
9952,2000,1,5.034622,storecredit,58.90208333,electronics,0.0,0
9953,3,1,4.921349,paypal,0.0,food,1.0,0
9954,94,1,4.921318,paypal,0.0,food,0.0,0
9955,27,1,4.52458,creditcard,26.02638889,food,0.0,0
9956,123,1,4.962055,paypal,0.002083333,electronics,1.0,0
9957,1273,1,3.483951,creditcard,0.0,electronics,1.0,0
9958,1287,1,5.017904,creditcard,753.425,electronics,0.0,0
9959,1859,1,4.886641,creditcard,0.0,food,0.0,0
9960,37,1,4.745402,creditcard,0.0,food,0.0,0
9961,2000,1,4.895263,paypal,0.0,electronics,0.0,0
9962,1313,1,4.921349,paypal,337.1493056,shopping,0.0,0
9963,987,1,5.017904,creditcard,0.413888889,shopping,0.0,0
9964,3,1,3.483951,storecredit,0.0,electronics,0.0,0
9965,31,1,4.921318,creditcard,0.0,shopping,1.0,0
9966,58,1,4.921349,paypal,0.002777778,electronics,0.0,0
9967,2000,1,5.017904,creditcard,0.000694444,shopping,0.0,0
9968,36,1,4.962055,creditcard,35.29722222,shopping,1.0,0
9969,1853,1,5.034622,paypal,661.2243056,food,0.0,0
9970,64,1,4.895263,paypal,56.10277778,food,0.0,0
9971,2000,1,4.742303,creditcard,0.0,electronics,1.0,0
9972,2000,1,4.748314,creditcard,0.019444444,electronics,1.0,0
9973,510,2,2.596228,creditcard,509.4270833,food,0.0,0
9974,152,1,4.895263,creditcard,151.8534722,electronics,0.0,0
9975,5,1,5.040929,creditcard,0.0,food,0.0,0
9976,1828,1,5.017904,creditcard,0.0,shopping,0.0,0
9977,2000,1,4.52458,creditcard,0.0,food,0.0,0
9978,745,1,5.040929,creditcard,550.9375,shopping,1.0,0
9979,11,1,4.505662,creditcard,0.001388889,shopping,1.0,0
9980,508,1,5.017904,creditcard,0.0,electronics,1.0,0
9981,21,1,4.742303,creditcard,20.9625,food,0.0,0
9982,1380,1,4.965339,paypal,0.0,shopping,1.0,0
9983,56,1,4.895263,creditcard,0.0,electronics,1.0,0
9984,13,1,4.748314,paypal,0.0,food,1.0,0
9985,71,1,4.965339,paypal,0.0,shopping,1.0,0
9986,177,2,4.962055,creditcard,25.0125,electronics,1.0,0
9987,2000,2,5.017904,creditcard,132.9152778,electronics,0.0,0
9988,84,1,4.895263,paypal,83.01597222,food,0.0,0
9989,1624,1,4.921318,creditcard,0.0,shopping,1.0,0
9990,106,1,4.748314,creditcard,105.8548611,shopping,0.0,0
9991,1232,1,4.461622,creditcard,319.6097222,electronics,0.0,0
9992,62,3,4.921349,creditcard,61.01319444,food,1.0,0
9993,16,1,4.461622,creditcard,0.000694444,food,1.0,0
9994,18,1,5.040929,creditcard,17.03402778,shopping,1.0,0
9995,788,1,4.745402,creditcard,0.820833333,shopping,0.0,0
9996,179,1,5.034622,paypal,0.022916667,electronics,0.0,0
9997,76,1,4.895263,creditcard,0.0,shopping,0.0,0
9998,1,1,4.505662,creditcard,0.0,food,undefined,1
9999,59,1,5.040929,creditcard,0.010416667,food,1.0,0
10000,2,1,4.886641,creditcard,0.072916667,shopping,0.0,0
10001,594,1,4.921349,paypal,0.0,shopping,0.0,0
10002,164,1,4.962055,paypal,159.4881944,food,1.0,0
10003,11,1,4.836982,paypal,0.0,food,1.0,0
10004,2,1,4.742303,storecredit,1.731944444,shopping,0.0,0
10005,32,1,4.745402,creditcard,0.0,electronics,1.0,0
10006,2,1,4.836982,creditcard,1.96875,food,0.0,0
10007,1263,1,4.962055,creditcard,0.001388889,shopping,0.0,0
10008,324,1,4.921318,creditcard,0.0,electronics,1.0,0
10009,1995,1,5.034622,creditcard,1272.18125,electronics,0.0,0
10010,106,1,4.886641,creditcard,105.0770833,electronics,1.0,0
10011,6,1,5.034622,paypal,5.255555556,food,1.0,0
10012,1929,1,4.886641,creditcard,0.000694444,food,1.0,0
10013,343,1,4.52458,paypal,7.903472222,electronics,1.0,0
10014,2,1,4.748314,creditcard,0.0,food,1.0,0
10015,325,1,4.742303,paypal,0.0,food,0.0,0
10016,2,1,4.748314,paypal,1.209722222,food,0.0,0
10017,2000,1,4.895263,creditcard,0.0,electronics,1.0,0
10018,957,1,5.017904,creditcard,0.0,electronics,0.0,0
10019,160,1,4.921349,paypal,0.0,food,0.0,0
10020,791,1,4.962055,paypal,519.1076389,food,0.0,0
10021,402,1,3.954522,creditcard,0.009027778,shopping,1.0,0
10022,1548,1,2.596228,paypal,299.6034722,food,0.0,0
10023,616,1,5.040929,creditcard,53.87847222,electronics,1.0,0
10024,213,1,4.895263,creditcard,0.0,shopping,0.0,0
10025,2000,1,4.886641,creditcard,0.0,food,1.0,0
10026,36,1,4.886641,creditcard,0.002777778,food,0.0,0
10027,20,1,4.742303,paypal,16.19722222,shopping,1.0,0
10028,43,1,4.057414,paypal,42.03541667,electronics,0.0,0
10029,1033,1,4.921318,creditcard,0.001388889,food,0.0,0
10030,1,1,4.965339,creditcard,0.000694444,electronics,undefined,1
10031,1695,1,4.876771,paypal,4.229166667,electronics,0.0,0
10032,620,2,3.066058,creditcard,528.0854167,food,1.0,0
10033,2000,1,4.745402,creditcard,2.832638889,electronics,0.0,0
10034,847,1,4.748314,creditcard,0.0,food,0.0,0
10035,335,1,4.748314,creditcard,0.0,electronics,0.0,0
10036,17,1,4.836982,paypal,0.002777778,food,0.0,0
10037,2000,1,3.954522,creditcard,2.45,food,1.0,0
10038,2000,1,5.040929,creditcard,1830.68125,food,1.0,0
10039,2000,1,4.876771,creditcard,376.3340278,food,0.0,0
10040,229,2,3.483951,creditcard,0.013888889,food,0.0,0
10041,7,1,4.965339,paypal,0.0,food,0.0,0
10042,1725,1,5.017904,creditcard,0.0,shopping,0.0,0
10043,2000,1,4.886641,creditcard,925.7743056,shopping,0.0,0
10044,473,1,5.034622,creditcard,342.0520833,shopping,0.0,0
10045,1753,5,4.836982,creditcard,1084.665972,food,0.0,0
10046,2000,1,4.505662,paypal,0.004861111,food,1.0,0
10047,154,1,4.962055,creditcard,0.0,shopping,0.0,0
10048,27,1,3.954522,creditcard,26.65486111,shopping,0.0,0
10049,705,1,4.52458,creditcard,699.1743056,food,1.0,0
10050,2000,1,4.745402,paypal,233.6493056,electronics,1.0,0
10051,1,1,4.745402,creditcard,0.060416667,electronics,undefined,1
10052,1237,1,4.921349,creditcard,911.8875,food,0.0,0
10053,2000,1,4.461622,creditcard,1120.913889,shopping,1.0,0
10054,874,1,5.040929,creditcard,739.0,shopping,0.0,0
10055,2000,1,4.895263,creditcard,0.0,food,1.0,0
10056,1199,1,4.745402,creditcard,0.0,shopping,0.0,0
10057,3,1,4.745402,paypal,2.579166667,shopping,0.0,0
10058,1952,1,4.836982,creditcard,633.6680556,food,0.0,0
10059,10,1,4.895263,paypal,0.0,shopping,1.0,0
10060,754,1,4.921318,creditcard,103.4611111,electronics,1.0,0
10061,99,1,4.921349,paypal,98.73263889,food,1.0,0
10062,1,1,4.921349,creditcard,0.000694444,shopping,undefined,1
10063,1677,1,4.895263,creditcard,0.955555556,food,1.0,0
10064,245,1,4.748314,creditcard,195.0868056,food,0.0,0
10065,183,1,4.962055,creditcard,0.0,shopping,1.0,0
10066,1672,1,4.742303,creditcard,0.0,food,1.0,0
10067,546,1,4.745402,creditcard,0.0,food,1.0,0
10068,3,1,5.017904,creditcard,1.965972222,shopping,0.0,0
10069,1378,1,4.886641,paypal,1377.4,food,0.0,0
10070,1616,1,4.742303,creditcard,0.0,food,0.0,0
10071,1542,1,5.017904,creditcard,0.0,food,0.0,0
10072,5,1,5.017904,creditcard,0.0,electronics,0.0,0
10073,42,1,4.748314,creditcard,0.005555556,food,1.0,0
10074,912,3,4.461622,paypal,153.5715278,food,0.0,0
10075,529,1,4.742303,creditcard,523.9152778,shopping,1.0,0
10076,2000,1,4.745402,creditcard,140.9145833,electronics,1.0,0
10077,943,1,4.52458,creditcard,0.0,food,1.0,0
10078,2000,1,4.886641,creditcard,1.081944444,shopping,0.0,0
10079,189,1,4.748314,creditcard,0.0,shopping,1.0,0
10080,2000,1,4.962055,paypal,315.8604167,electronics,1.0,0
10081,2,1,5.017904,creditcard,1.401388889,shopping,0.0,0
10082,907,1,4.876771,creditcard,572.3201389,food,0.0,0
10083,31,1,4.962055,creditcard,30.64930556,food,1.0,0
10084,2000,1,4.836982,paypal,25.71805556,shopping,1.0,0
10085,182,1,4.748314,storecredit,0.000694444,electronics,1.0,0
10086,59,1,4.52458,creditcard,58.81319444,shopping,1.0,0
10087,2000,1,4.921349,storecredit,0.0,shopping,1.0,0
10088,2,1,4.461622,storecredit,1.617361111,electronics,1.0,0
10089,380,1,5.040929,creditcard,0.0,electronics,1.0,0
10090,1465,1,4.836982,creditcard,0.0,electronics,1.0,0
10091,2000,2,4.836982,creditcard,0.0,food,0.0,0
10092,252,1,4.836982,creditcard,0.0,shopping,0.0,0
10093,95,1,4.52458,creditcard,94.13541667,shopping,1.0,0
10094,298,1,4.876771,storecredit,0.000694444,electronics,0.0,0
10095,1689,1,3.954522,creditcard,0.0,shopping,1.0,0
10096,169,1,4.836982,paypal,0.0,shopping,0.0,0
10097,143,1,4.965339,creditcard,95.78055556,electronics,0.0,0
10098,2000,1,4.461622,creditcard,1.602777778,shopping,0.0,0
10099,127,2,3.483951,creditcard,0.0,food,1.0,0
10100,860,1,4.836982,creditcard,0.013888889,shopping,1.0,0
10101,124,1,5.017904,paypal,0.0,shopping,0.0,0
10102,1792,1,5.017904,paypal,106.4333333,electronics,0.0,0
10103,1439,1,4.886641,creditcard,0.0,shopping,0.0,0
10104,2000,1,4.876771,creditcard,0.0,electronics,1.0,0
10105,223,1,4.965339,paypal,222.1680556,food,1.0,0
10106,2,1,4.965339,creditcard,1.972916667,shopping,1.0,0
10107,172,1,4.745402,creditcard,0.0,electronics,1.0,0
10108,875,1,4.52458,creditcard,0.000694444,electronics,0.0,0
10109,2000,1,4.895263,creditcard,0.024305556,food,1.0,0
10110,3,1,5.017904,creditcard,0.0,food,1.0,0
10111,40,1,5.034622,creditcard,0.0,food,1.0,0
10112,1255,1,4.876771,creditcard,0.000694444,electronics,1.0,0
10113,1,2,4.895263,creditcard,0.0,food,undefined,1
10114,28,1,4.962055,creditcard,27.20416667,electronics,0.0,0
10115,69,1,4.748314,creditcard,0.0,shopping,1.0,0
10116,296,1,4.962055,paypal,295.0784722,shopping,0.0,0
10117,774,1,5.034622,creditcard,615.95625,electronics,0.0,0
10118,2000,1,4.836982,paypal,65.2625,electronics,0.0,0
10119,314,1,5.017904,creditcard,0.0,food,1.0,0
10120,1897,1,4.965339,creditcard,885.0256944,shopping,0.0,0
10121,107,1,4.461622,creditcard,0.0,electronics,0.0,0
10122,500,1,4.921349,creditcard,0.0,electronics,0.0,0
10123,1379,1,5.017904,paypal,0.038194444,electronics,0.0,0
10124,96,1,4.748314,creditcard,95.15625,shopping,1.0,0
10125,1176,2,4.962055,creditcard,0.0,shopping,1.0,0
10126,253,1,4.921318,paypal,0.003472222,shopping,1.0,0
10127,31,1,4.962055,creditcard,0.0,electronics,1.0,0
10128,2000,1,4.876771,creditcard,0.001388889,shopping,1.0,0
10129,2,1,4.836982,creditcard,0.0,electronics,1.0,0
10130,150,1,4.745402,creditcard,60.87916667,electronics,1.0,0
10131,4,1,4.836982,creditcard,3.077777778,electronics,1.0,0
10132,2,1,4.921318,storecredit,0.000694444,electronics,1.0,0
10133,2000,1,4.921349,creditcard,0.0,electronics,0.0,0
10134,3,1,4.962055,creditcard,0.0,electronics,1.0,0
10135,596,1,4.876771,creditcard,30.65625,electronics,1.0,0
10136,1459,1,4.836982,creditcard,100.5881944,electronics,1.0,0
10137,3,1,5.040929,creditcard,2.934722222,electronics,0.0,0
10138,53,1,4.962055,creditcard,0.002083333,shopping,0.0,0
10139,2000,1,4.921318,creditcard,0.0,electronics,1.0,0
10140,57,1,4.886641,creditcard,56.60486111,shopping,0.0,0
10141,39,1,4.745402,creditcard,38.57708333,food,0.0,0
10142,365,1,4.921349,creditcard,0.0,shopping,1.0,0
10143,2000,1,4.886641,creditcard,488.4805556,shopping,1.0,0
10144,2000,1,4.461622,creditcard,0.002083333,electronics,1.0,0
10145,13,1,5.034622,creditcard,0.009722222,shopping,1.0,0
10146,130,1,4.748314,creditcard,0.0,electronics,1.0,0
10147,3,1,4.836982,storecredit,0.001388889,shopping,0.0,0
10148,68,1,5.034622,creditcard,0.0,electronics,0.0,0
10149,61,1,4.461622,creditcard,60.91944444,food,0.0,0
10150,1,1,5.034622,creditcard,0.0,shopping,undefined,1
10151,1734,1,4.965339,paypal,0.0,electronics,0.0,0
10152,189,1,4.748314,creditcard,0.0,food,0.0,0
10153,2000,1,4.965339,paypal,1279.023611,electronics,1.0,0
10154,184,1,4.876771,creditcard,0.005555556,food,1.0,0
10155,1,1,4.921349,creditcard,0.000694444,food,undefined,1
10156,2000,1,4.52458,creditcard,0.003472222,food,1.0,0
10157,920,2,4.965339,paypal,84.79444444,shopping,0.0,0
10158,2000,1,4.836982,creditcard,0.0,shopping,0.0,0
10159,2000,1,5.017904,creditcard,0.0,shopping,0.0,0
10160,2000,1,5.017904,creditcard,349.3763889,shopping,1.0,0
10161,154,1,4.742303,creditcard,0.0,food,1.0,0
10162,1318,1,4.461622,creditcard,0.047222222,food,0.0,0
10163,661,1,4.742303,paypal,449.9534722,electronics,0.0,0
10164,2000,1,4.921318,creditcard,0.011805556,electronics,1.0,0
10165,11,1,4.962055,paypal,0.0,food,1.0,0
10166,70,1,4.836982,creditcard,0.0,food,0.0,0
10167,2000,1,4.886641,creditcard,195.4958333,electronics,0.0,0
10168,1079,1,5.040929,creditcard,0.0,food,0.0,0
10169,213,1,4.836982,paypal,25.05069444,electronics,1.0,0
10170,718,1,5.034622,creditcard,0.001388889,food,1.0,0
10171,835,1,4.921318,creditcard,0.0,shopping,0.0,0
10172,649,1,4.886641,creditcard,648.0513889,food,1.0,0
10173,1312,1,5.034622,paypal,0.0,shopping,0.0,0
10174,2000,1,4.921349,creditcard,0.000694444,electronics,0.0,0
10175,1968,1,4.962055,paypal,1967.707639,food,0.0,0
10176,55,1,4.895263,storecredit,54.44722222,food,1.0,0
10177,1603,1,4.836982,creditcard,0.000694444,food,1.0,0
10178,1380,1,4.057414,creditcard,0.003472222,food,0.0,0
10179,886,1,4.748314,creditcard,0.0,shopping,0.0,0
10180,1,1,5.040929,creditcard,0.000694444,shopping,undefined,1
10181,972,1,4.965339,creditcard,940.4208333,food,0.0,0
10182,143,1,4.836982,paypal,15.225,electronics,1.0,0
10183,2000,1,5.034622,creditcard,0.0,electronics,1.0,0
10184,1660,1,4.895263,creditcard,0.000694444,shopping,0.0,0
10185,52,1,4.742303,creditcard,0.0,food,1.0,0
10186,2000,1,5.017904,creditcard,5.977083333,food,1.0,0
10187,2000,1,5.034622,creditcard,0.0,electronics,1.0,0
10188,344,1,4.876771,creditcard,0.0,food,1.0,0
10189,2000,1,4.895263,creditcard,1.592361111,electronics,0.0,0
10190,1768,1,4.921318,creditcard,0.0,electronics,1.0,0
10191,203,1,5.040929,creditcard,0.0,shopping,1.0,0
10192,66,1,5.017904,creditcard,0.0,food,1.0,0
10193,2000,1,4.836982,creditcard,1088.835417,electronics,0.0,0
10194,741,1,4.505662,creditcard,0.0,food,1.0,0
10195,1783,1,4.965339,creditcard,0.0,electronics,0.0,0
10196,163,1,4.057414,creditcard,0.013194444,shopping,1.0,0
10197,53,1,4.965339,creditcard,0.0,food,0.0,0
10198,7,1,4.748314,creditcard,6.756944444,shopping,1.0,0
10199,1386,1,4.52458,paypal,0.0,electronics,1.0,0
